Name,Country,Province,Population,Longitude,Latitude
Vicenza,I,Veneto,109333.0,,
Victoria,CDN,British Columbia,263180.0,-123.317,48.4167
Victoria,M,Malta,6414.0,14.25,36.05
Victoria,SY,Seychelles,24570.0,55.5,-4.65
Victoria de Durango,MEX,Durango,348036.0,,
Victoria de las Tunas,C,Las Tunas,126930.0,,
Viedma,RA,Rio Negro,25000.0,-63.1,-40.5
Vienna,A,Vienna,1583000.0,16.3667,48.2
Vientiane,LAO,Laos,377409.0,102.45,18.0
Viet Tri,VN,Vietnam,116084.0,,
Vigo,E,Galicia,288573.0,,
Vijayawada,IND,Andhra Pradesh,701827.0,,
Vila Nova de Gaia,P,Porto,62468.0,,
Vila Real,P,Vila Real,,,
Vila Velha,BR,Espirito Santo,297052.0,,
Villa Nueva,GCA,Guatemala,101295.0,,
Villahermosa,MEX,Tabasco,261231.0,-93.0,18.0
Villavicencio,CO,Meta,252711.0,,
Villeurbanne,F,Rhone Alpes,116872.0,,
Vilnius,LT,Lithuania,566000.0,25.3,54.4
Vinnytsya,UA,Vinnytska,379000.0,,
Virginia Beach,USA,Virginia,393089.0,,
Visby,S,Gotland,20000.0,18.2,57.3
Viseu,P,Viseu,,,
Vishakhapatnam,IND,Andhra Pradesh,752037.0,,
Vitoria,BR,Espirito Santo,263708.0,-40.3,-20.2
Vitoria da Conquista,BR,Bahia,241776.0,,
Vitoria de Santo Antao,BR,Pernambuco,111575.0,,
Vitoria Gasteiz,E,Basque Country,214148.0,,
Vladikavkaz,R,Rep. of North Ossetiya,312000.0,,
Vladimir,R,Vladimirskaya oblast,339000.0,,
Vladivostok,R,Primorsky kray,632000.0,131.917,43.1167
Vlore,AL,Albania,56000.0,19.3,40.3
Volgodonsk,R,Rostovskaya oblast,183000.0,,
Volgograd,R,Volgogradskaya oblast,1003000.0,44.5167,48.7
Vologda,R,Vologodskaya oblast,299000.0,,
Volos,GR,Thessalia,71378.0,,
Volta Redonda,BR,Rio de Janeiro,228939.0,,
Volzhsky,R,Volgogradskaya oblast,288000.0,,
Vorkuta,R,Rep. of Komi,104000.0,,
Voronezh,R,Voronezhskaya oblast,908000.0,,
Votkinsk,R,Udmurt Republic,104000.0,,
Vung Tau,VN,Vietnam,133558.0,,
Waco,USA,Texas,103590.0,-97.2167,31.6167
Wad Madani,SUD,Nil al Asraq,218714.0,,
Wafangdian,TJ,Liaoning,251733.0,,
Wah Cantonment,PK,Pakistan,122335.0,,
Wakayama,J,Wakayama,,,
Wakefield,GB,West Yorkshire,317300.0,,
Wakrah,Q,Qatar,23682.0,50.7,25.2
Walbrzych,PL,Walbrzyskie,141000.0,,
Walsall,GB,West Midlands,263900.0,,
Wanxian,TJ,Sichuan,156823.0,,
Warangal,IND,Andhra Pradesh,447653.0,,
Warren,USA,Michigan,144864.0,,
Warrington,GB,Cheshire,185000.0,,
Warsaw,PL,Warszwaskie,1655000.0,21.0333,52.2167
Warwick,GB,Warwickshire,118600.0,,
Washington,USA,Distr. Columbia,606900.0,-77.0,38.5
Waterbury,USA,Connecticut,108961.0,-73.0667,41.5833
Waw,SUD,Bahr al Ghazal,,,
Weifang,TJ,Shandong,428522.0,,
Weihai,TJ,Shandong,128888.0,,
Weinan,TJ,Shaanxi,140169.0,,
Wellington,NZ,New Zealand,352030.0,174.767,-41.2833
Wendeng,TJ,Shandong,133910.0,,
Wenzhou,TJ,Zhejiang,401871.0,,
West Bromwich,GB,West Midlands,154500.0,,
West Covina,USA,California,96226.0,,
West Island,COCO,Cocos Islands,,96.5,-12.1
Wete,EAT,Kaskazini Pemba,,,
Whitehorse,CDN,Yukon Territory,13311.0,-135.0,60.4
Wichita,USA,Kansas,304017.0,-97.4167,37.65
Wichita Falls,USA,Texas,96259.0,-98.4833,33.9667
Wiesbaden,D,Hessen,266081.0,8.17,50.07
Wigan,GB,Greater Manchester,310000.0,,
Willemstad,NA,Netherlands Antilles,125000.0,-68.9,12.1
Winchester,GB,Hampshire,100500.0,,
Windhoek,NAM,Namibia,,17.2,-22.3
Windsor,CDN,Ontario,191435.0,-82.9667,42.2667
Windsor,GB,Berkshire,136700.0,,
Winnipeg,CDN,Manitoba,616790.0,-97.1,49.5
Winston Salem,USA,North Carolina,150958.0,,
Winterthur,CH,ZH,86340.0,,
Wiral,GB,Merseyside,331100.0,,
Witten,D,Nordrhein Westfalen,105423.0,,
Wloclawek,PL,Wloclawskie,121000.0,,
Wodzilaw Slaski,PL,Katowickie,111000.0,,
Wokingham,GB,Berkshire,142900.0,,
Wolfsburg,D,Niedersachsen,126965.0,,
Wollongong,AUS,New South Wales,238000.0,,
Wolverhampton,GB,West Midlands,245100.0,,
Wonsan,NOK,North Korea,274000.0,,
Worcester,GB,Hereford and Worcester,,,
Worcester,USA,Massachusetts,169759.0,-71.8667,42.2667
Wrexham,GB,Wrexham,117100.0,,
Wroclaw,PL,Wroclawskie,642000.0,,
Wuhai,TJ,Nei Monggol,264081.0,,
Wuhan,TJ,Hubei,3750000.0,114.15,30.45
Wuhu,TJ,Anhui,425740.0,,
Wuppertal,D,Nordrhein Westfalen,383776.0,,
Wurzburg,D,Bayern,127946.0,,
Wuwei,TJ,Gansu,133101.0,,
Wuxi,TJ,Jiangsu,826833.0,,
Wuzhou,TJ,Guangxi Zhuangzu,210452.0,,
Wycombe,GB,Buckinghamshire,161400.0,,
Xai Xai,MOC,Gaza,,34.0,-25.2
Xalapa Enriquez,MEX,Veracruz,279451.0,,
Xiamen,TJ,Fujian,368786.0,,
Xian,TJ,Shaanxi,2760000.0,109.0,34.0
Xiangfan,TJ,Hubei,410407.0,,
Xiangtan,TJ,Hunan,441968.0,,
Xianning,TJ,Hubei,136811.0,,
Xianyang,TJ,Shaanxi,352125.0,,
Xiaogan,TJ,Hubei,166280.0,,
Xiaoshan,TJ,Zhejiang,162930.0,,
Xichang,TJ,Sichuan,134419.0,,
Xingcheng,TJ,Liaoning,102384.0,,
Xinghua,TJ,Jiangsu,161910.0,,
Xingtai,TJ,Hebei,302789.0,,
Xining,TJ,Qinghai,551776.0,102.0,37.0
Xintai,TJ,Shandong,281248.0,,
Xinxiang,TJ,Henan,473762.0,,
Xinyang,TJ,Henan,192509.0,,
Xinyu,TJ,Jiangxi,173524.0,,
Xuancheng,TJ,Anhui,112673.0,,
Xuchang,TJ,Henan,208815.0,,
Xuzhou,TJ,Jiangsu,805695.0,,
Yakeshi,TJ,Nei Monggol,377869.0,,
Yakutsk,R,Rep. of Sakha,192000.0,,
Yamagata,J,Yamagata,,,
Yamaguchi,J,Yamaguchi,,,
Yamoussoukro,CI,Cote dIvoire,200659.0,-5.3,6.8
Yanan,TJ,Shaanxi,113277.0,,
Yancheng,TJ,Jiangsu,296831.0,,
Yangjiang,TJ,Guangdong,215196.0,,
Yangquan,TJ,Shanxi,362268.0,,
Yangzhou,TJ,Jiangsu,312892.0,,
Yanji,TJ,Jilin,230892.0,,
Yantai,TJ,Shandong,452127.0,,
Yaounde,CAM,Centre,750000.0,12.0,3.5
Yaren,NAU,Nauru,,167.0,-1.0
Yaroslavl,R,Yaroslavskaya oblast,629000.0,,
Yasuj,IR,Boyer Ahmad e Kohkiluyeh,,,
Yazd,IR,Yazd,306268.0,,
Yekaterinburg,R,Sverdlovskaya oblast,1280000.0,,
Yelets,R,Lipetskaya oblast,119000.0,,
Yellowknife,CDN,Northwest Territories,8256.0,-114.45,62.4667
Yerevan,ARM,Armenia,1200000.0,44.4,40.1
Yibin,TJ,Sichuan,241019.0,,
Yichang,TJ,Hubei,371601.0,,
Yichun,TJ,Heilongjiang,795789.0,,
Yichun,TJ,Jiangxi,151585.0,,
Yinchuan,TJ,Ningxia Huizu,356652.0,106.2,38.3
Yingkou,TJ,Liaoning,421589.0,,
Yining,TJ,Xinjiang Uygur,177193.0,,
Yixing,TJ,Jiangsu,200824.0,,
Yiyang,TJ,Hunan,185818.0,,
Yizheng,TJ,Jiangsu,109268.0,,
Yogyakarta,RI,Indonesia,412392.0,,
Yokohama,J,Kanagawa,3256000.0,139.32,35.3
Yongan,TJ,Fujian,111762.0,,
Yonkers,USA,New York,188082.0,,
Yopal,CO,Casanare,,,
York,CDN,Ontario,140525.0,,
York,GB,North Yorkshire,104000.0,,
Yoro,HCA,Yoro,,,
Yoshkar Ola,R,Rep. of Mariy El,251000.0,,
Yosu,ROK,South Korea,183557.0,,
Yozgat,TR,Yozgat,,,
Ystrad Fawr,GB,Caerphilly,,,
Yuanjiang,TJ,Hunan,107004.0,,
Yuci,TJ,Shanxi,191356.0,,
Yueyang,TJ,Hunan,302800.0,,
Yumen,TJ,Gansu,109234.0,,
Yungho,RC,Taiwan,241104.0,,
Yuscaran,HCA,El Paraiso,,,
Yushu,TJ,Qinghai,131861.0,,
Yuyao,TJ,Zhejiang,114056.0,,
Yuzhno Sakhalinsk,R,Sakhalinskaya oblast,160000.0,,
Zaanstreek,NL,Noord Holland,147917.0,,
Zabrze,PL,Katowickie,203000.0,,
Zacatecas,MEX,Zacatecas,100051.0,-102.4,22.5
Zagazig,ET,Sharqiya,274000.0,,
Zagorsk,R,Moskovskaya oblast,114000.0,,
Zagreb,HR,Croatia,,16.0,45.8
Zahedan,IR,Sistan e Baluchestan,419886.0,,
Zalaegerszeg,H,Zala,,,
Zalau,RO,Salaj,,,
Zamboanga,RP,Philippines,511000.0,,
Zamora,MEX,Michoacan,109751.0,,
Zamosc,PL,Zamojskie,,,
Zanjan,IR,Zanjan,280691.0,,
Zanzibar,EAT,Mjini Magharibi,157634.0,,
Zaoyang,TJ,Hubei,162198.0,,
Zaozhuang,TJ,Shandong,380846.0,,
Zapopan,MEX,Jalisco,668323.0,,
Zaporizhzhya,UA,Zaporizka,891000.0,,
Zaragoza,E,Aragon,606620.0,,
Zaria,WAN,Nigeria,335000.0,,
Zelenodolysk,R,Rep. of Tatarstan,101000.0,,
Zelenograd,R,Moskovskaya oblast,191000.0,,
Zhambyl,KAZ,Zhambyl,,,
Zhangjiakou,TJ,Hebei,529136.0,,
Zhangzhou,TJ,Fujian,181424.0,,
Zhanjiang,TJ,Guangdong,400997.0,,
Zhaodong,TJ,Heilongjiang,179976.0,,
Zhaoqing,TJ,Guangdong,194784.0,,
Zhengzhou,TJ,Henan,1710000.0,114.0,34.5
Zhenjiang,TJ,Jiangsu,368316.0,,
Zhezkazghan,KAZ,Zhezkazghan,,,
Zhezqazghan,KAZ,Zhezkazghan,108700.0,,
Zhongshan,TJ,Guangdong,278829.0,,
Zhoukou,TJ,Henan,146288.0,,
Zhoushan,TJ,Zhejiang,156317.0,,
Zhucheng,TJ,Shandong,102134.0,,
Zhuhai,TJ,Guangdong,164747.0,,
Zhumadian,TJ,Henan,123232.0,,
Zhuzhou,TJ,Hunan,409924.0,,
Zhytomyr,UA,Zhytomyrska,296000.0,,
Zibo,TJ,Shandong,2460000.0,,
Zielona Gora,PL,Zielonogorskie,113000.0,,
Zigong,TJ,Sichuan,393184.0,,
Ziguinchor,SN,Ziguinchor,107000.0,,
Zixing,TJ,Hunan,110048.0,,
Zlatoust,R,Chelyabinskaya oblast,203000.0,,
Zlin,CZ,Jihomoravsky,198000.0,,
Zonguldak,TR,Zonguldak,115900.0,,
Zug,CH,ZG,,,
Zunyi,TJ,Guizhou,261862.0,,
Zurich,CH,ZH,343106.0,,
Zwickau,D,Sachsen,104921.0,,
Zwolle,NL,Overijssel,,,
